-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST
Location: latitude  26.7578   longitude 40.9869 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1157.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2M_MAX,T2M_MIN,RH2M,PS,WS10M,WS10M_MAX,WD10M,PRECTOTCORR
2001,12,30,16.94,-1.48,25.01,11.03,30.95,88.79,5.32,8.91,158.1,0.13
2001,12,31,12.51,-0.67,19.94,8.51,44.15,88.6,4.73,7.05,139.3,9.77
2002,1,1,10.24,6.12,15.08,7.1,77.19,88.5,3.66,4.59,213.3,5.38
2002,1,2,10.7,2.98,17.26,6.67,63.63,88.66,2.7,4.34,350.1,0.0
2002,1,3,10.33,0.44,19.54,4.11,54.75,88.69,4.99,7.44,223.3,0.0
2002,1,4,8.21,0.55,15.43,2.71,61.96,88.97,5.66,8.06,83.1,0.0
2002,1,5,10.92,5.06,17.28,4.05,67.48,88.66,6.06,9.07,145.4,0.0
2002,1,6,12.77,7.62,18.44,7.15,72.8,88.37,5.43,9.14,218.5,0.0
2002,1,7,9.33,0.78,17.79,3.64,61.14,88.44,5.99,9.76,264.7,0.0
2002,1,8,5.25,-5.35,12.03,0.88,48.83,88.8,4.32,6.72,325.5,0.0
2002,1,9,5.32,-7.81,13.37,-1.26,39.25,88.65,3.26,5.08,137.3,0.0
2002,1,10,6.63,-3.23,14.86,-0.08,54.44,88.28,4.38,7.09,244.9,0.0
2002,1,11,3.98,-2.59,10.51,-0.48,67.2,88.43,6.53,9.96,283.9,0.0
2002,1,12,3.37,-5.23,11.14,-1.97,59.84,88.91,2.91,5.02,347.2,0.0
2002,1,13,3.94,-6.95,12.34,-2.67,47.65,89.01,2.97,4.18,63.4,0.0
2002,1,14,4.55,-5.6,12.41,-2.07,50.82,88.94,3.82,6.18,96.6,0.0
2002,1,15,8.09,-2.16,16.02,1.5,48.92,88.65,5.43,9.64,157.3,0.0
2002,1,16,8.86,-2.17,17.92,2.65,52.51,88.84,3.36,5.19,341.2,0.0
2002,1,17,7.1,-5.79,16.15,0.05,42.01,89.13,3.36,4.79,42.8,0.0
2002,1,18,6.89,-5.56,16.09,-0.16,42.72,89.09,3.86,6.0,116.7,0.0
2002,1,19,9.32,-3.85,19.9,1.4,40.34,88.76,4.96,7.76,180.5,0.0
2002,1,20,11.13,-1.11,20.18,4.86,45.71,88.52,3.62,6.49,315.1,0.0
2002,1,21,7.06,-4.51,14.29,1.79,45.93,88.62,4.27,6.7,340.4,0.0
2002,1,22,7.44,-3.61,15.71,1.25,49.26,88.61,2.69,5.47,287.8,0.0
2002,1,23,6.02,-3.16,13.98,-0.33,53.41,88.81,4.66,6.78,334.2,0.0
2002,1,24,4.95,-9.17,13.65,-1.89,37.33,89.26,4.67,7.37,70.1,0.0
2002,1,25,7.08,-8.71,15.82,0.51,31.56,89.25,5.61,7.92,126.0,0.0
2002,1,26,9.86,-7.06,18.83,2.97,29.49,89.16,5.82,8.06,138.4,0.0
2002,1,27,12.18,-6.16,20.42,5.67,27.52,88.95,6.89,9.15,144.1,0.0
2002,1,28,10.97,-1.79,17.66,4.71,44.67,88.61,6.37,10.06,260.6,0.47
2002,1,29,7.33,-1.15,14.91,1.49,59.04,88.9,4.42,5.75,329.0,0.0
2002,1,30,7.47,-1.86,15.33,1.27,54.49,89.12,3.65,5.2,351.3,0.0
2002,1,31,5.89,-8.35,15.17,-1.14,41.02,89.42,3.97,6.04,55.2,0.0
2002,2,1,7.0,-10.96,17.0,-1.45,27.29,89.51,4.73,6.85,110.0,0.0
2002,2,2,9.96,-6.55,18.52,3.39,35.52,89.44,5.37,7.98,134.7,0.0
2002,2,3,9.69,1.53,15.22,4.02,59.56,89.16,3.58,6.09,161.7,0.09
2002,2,4,11.16,-4.22,19.59,4.7,37.0,89.06,3.28,5.56,42.2,0.0
2002,2,5,8.92,-10.72,19.35,1.37,26.12,89.29,3.91,4.77,69.7,0.0
2002,2,6,10.16,-12.28,19.13,2.34,20.1,89.27,5.17,8.01,118.9,0.0
2002,2,7,12.67,-9.9,21.93,5.59,19.58,88.96,5.92,9.43,162.6,0.0
2002,2,8,14.6,-0.24,24.52,7.0,37.4,88.77,3.9,5.42,275.3,0.0
2002,2,9,14.56,-5.91,23.99,5.81,24.07,88.79,3.96,6.0,97.2,0.0
2002,2,10,16.47,-3.91,25.46,9.32,25.26,88.54,6.68,9.15,160.6,0.0
2002,2,11,16.83,2.8,25.94,9.74,39.56,88.06,9.08,13.04,213.0,0.0
2002,2,12,12.65,-4.13,20.92,4.42,35.12,88.29,4.05,5.91,257.7,0.0
2002,2,13,9.88,-0.58,17.07,3.18,51.18,88.38,4.97,7.37,294.6,0.0
2002,2,14,9.79,-1.49,17.68,2.56,48.58,88.84,3.59,4.46,340.1,0.0
2002,2,15,10.84,-3.52,19.89,2.52,42.6,89.14,2.77,4.3,89.8,0.0
2002,2,16,12.25,-6.47,22.32,3.2,30.0,89.07,2.63,3.64,132.2,0.0
2002,2,17,14.83,-2.42,23.73,5.51,32.09,88.75,4.02,6.04,162.2,0.0
2002,2,18,15.2,6.17,24.03,8.02,62.28,88.4,5.85,8.99,12.0,0.0
2002,2,19,8.46,-2.8,15.52,2.19,52.06,88.98,5.66,6.98,353.7,0.0
2002,2,20,7.94,-17.01,18.67,-1.14,15.84,89.0,2.94,3.82,6.8,0.0
2002,2,21,10.15,-13.95,20.13,0.24,16.35,88.79,4.62,6.7,141.7,0.0
2002,2,22,15.41,-2.41,25.33,6.55,29.78,88.6,5.64,10.37,188.1,0.0
2002,2,23,18.87,-0.17,27.42,10.89,31.03,88.65,2.58,4.18,268.3,0.0
2002,2,24,19.69,6.38,28.22,12.99,46.26,88.38,6.52,11.11,244.9,0.0
2002,2,25,15.29,-1.04,20.99,11.3,35.59,88.38,2.85,4.51,324.4,0.0
2002,2,26,15.3,-7.26,24.02,9.3,23.35,88.48,3.43,5.71,338.8,0.0
2002,2,27,12.83,-3.51,20.11,7.61,33.49,88.74,5.79,8.08,61.5,0.0
2002,2,28,10.3,2.72,16.76,5.7,60.96,88.9,5.64,7.01,130.7,0.35
2002,3,1,11.02,7.53,14.49,7.42,80.02,88.81,4.75,6.46,129.9,0.9
2002,3,2,11.96,7.79,17.72,7.34,77.86,88.75,3.76,4.71,105.8,2.34
2002,3,3,12.21,2.49,20.86,5.11,58.9,88.78,3.09,4.93,115.5,0.0
2002,3,4,14.02,3.15,22.57,5.9,52.57,88.72,3.96,6.16,135.4,0.0
2002,3,5,14.63,6.48,18.99,12.07,58.62,88.76,5.03,8.18,145.1,3.84
2002,3,6,13.67,9.6,19.36,9.87,78.36,88.94,3.42,5.57,82.3,8.96
2002,3,7,14.74,4.86,23.29,7.39,57.96,88.98,3.59,5.99,74.1,0.0
2002,3,8,14.12,0.33,21.32,8.45,39.71,88.76,2.68,4.06,53.6,4.48
2002,3,9,14.68,-7.71,23.89,8.37,23.25,88.74,2.82,4.06,59.2,0.0
2002,3,10,15.58,-8.82,25.42,8.53,19.77,88.95,3.27,4.87,95.2,0.0
2002,3,11,15.69,-5.95,25.98,7.15,24.57,89.15,4.44,6.29,119.9,0.0
2002,3,12,16.07,-6.6,25.71,8.86,22.33,89.07,5.71,8.62,147.3,0.0
2002,3,13,16.22,-6.57,26.67,7.55,22.3,88.75,6.66,11.11,171.9,0.0
2002,3,14,19.53,6.72,28.38,11.26,46.26,88.45,4.94,8.29,233.6,0.0
2002,3,15,19.77,5.68,28.41,12.57,42.35,88.33,3.75,6.78,229.6,0.0
2002,3,16,18.7,4.97,24.56,12.62,41.43,88.04,3.96,6.86,244.3,0.0
2002,3,17,17.03,2.27,24.38,10.42,43.85,87.67,5.39,8.79,259.7,0.88
2002,3,18,14.52,-1.25,22.44,7.0,36.76,87.99,4.34,6.41,286.2,0.0
2002,3,19,17.94,-4.91,29.0,7.15,24.73,88.11,6.61,11.55,213.5,0.0
2002,3,20,17.08,4.06,24.66,10.87,44.44,88.21,5.13,8.78,275.8,0.0
2002,3,21,14.21,-4.97,21.85,7.08,29.65,88.45,4.34,7.1,306.6,0.0
2002,3,22,14.67,-2.47,23.54,5.96,32.21,88.47,5.14,7.85,295.3,0.0
2002,3,23,17.3,-2.91,26.71,8.39,27.81,88.4,3.7,5.58,151.8,0.0
2002,3,24,17.18,-6.69,27.28,6.9,22.89,88.28,3.74,5.82,281.2,0.0
2002,3,25,16.73,-6.54,26.66,7.01,22.37,88.18,4.65,7.58,281.9,0.0
2002,3,26,19.8,-4.36,30.55,9.64,21.7,88.02,6.15,11.93,256.0,0.0
2002,3,27,18.0,-3.86,28.37,10.47,25.43,88.04,5.17,7.56,258.7,0.0
2002,3,28,13.32,-7.16,21.11,6.01,25.27,88.25,5.59,8.33,306.2,0.0
2002,3,29,12.06,-7.41,19.44,4.15,26.18,88.39,4.95,8.41,292.4,0.16
2002,3,30,13.23,-5.43,22.82,3.97,28.52,88.61,4.11,5.18,331.7,0.0
2002,3,31,17.04,-3.57,26.97,7.14,27.82,88.49,7.74,10.52,130.8,0.0
2002,4,1,20.67,1.07,30.38,12.25,36.35,88.31,7.52,9.61,203.6,0.0
2002,4,2,17.9,-2.15,27.43,9.9,28.47,88.29,7.73,13.97,263.0,0.0
2002,4,3,12.49,-4.66,19.87,5.8,32.02,88.33,5.6,8.88,306.7,0.0
2002,4,4,14.94,-4.18,24.77,4.74,31.85,88.33,3.73,5.41,331.3,0.0
2002,4,5,17.38,-2.99,26.24,9.57,27.12,88.51,3.42,5.45,345.5,0.0
2002,4,6,20.14,-3.93,29.77,11.74,21.93,88.68,3.96,5.79,147.6,0.0
2002,4,7,22.5,-4.01,30.72,15.89,17.61,88.48,5.72,8.01,271.9,0.0
2002,4,8,21.29,-3.11,30.1,12.73,21.01,88.25,3.69,5.82,100.2,0.0
2002,4,9,21.32,2.76,30.62,12.79,37.44,87.91,3.87,6.37,8.5,0.0
2002,4,10,20.2,8.12,28.99,12.77,51.43,87.78,2.96,6.12,60.2,2.45
2002,4,11,16.05,9.71,21.13,10.92,67.78,87.98,4.96,7.96,349.0,20.09
2002,4,12,17.61,2.86,25.56,9.53,44.25,88.38,3.13,5.71,309.1,0.0
2002,4,13,19.04,-1.57,27.15,11.7,28.34,88.62,3.57,6.88,312.1,0.0
2002,4,14,20.65,-2.33,28.83,14.75,23.32,88.61,2.82,5.16,318.3,0.0
2002,4,15,22.49,-0.21,31.87,13.27,24.62,88.64,2.22,4.11,140.8,0.0
2002,4,16,23.66,-0.53,33.75,14.03,22.56,88.52,5.66,9.11,187.2,0.0
2002,4,17,24.97,5.0,34.32,15.54,30.08,88.25,5.31,9.16,214.3,0.25
2002,4,18,24.95,7.25,32.89,17.96,34.7,87.97,5.72,9.36,228.4,0.14
2002,4,19,19.39,1.27,26.53,12.87,35.85,87.98,5.39,7.39,291.8,0.0
2002,4,20,18.21,-3.56,26.64,11.42,25.54,88.28,3.11,5.14,314.6,0.0
2002,4,21,16.23,-4.4,24.58,7.32,26.22,88.4,4.78,7.86,307.6,0.0
2002,4,22,18.14,-3.92,26.87,11.16,24.39,88.54,2.76,4.42,320.6,0.0
2002,4,23,19.5,-3.9,29.43,9.52,23.26,88.67,3.59,5.37,358.8,0.0
2002,4,24,23.17,-3.65,34.01,12.54,18.62,88.58,4.95,7.64,173.4,0.0
2002,4,25,25.91,-1.76,36.15,17.44,18.48,88.44,3.37,5.13,261.9,0.0
2002,4,26,25.74,-3.08,36.47,15.68,18.34,88.36,5.91,8.64,164.9,0.0
2002,4,27,26.72,-3.33,36.55,17.18,15.87,88.31,5.45,10.19,207.7,0.0
2002,4,28,25.01,0.3,35.31,15.71,21.68,88.31,4.26,6.6,328.0,0.0
2002,4,29,23.72,4.35,30.45,16.08,29.55,88.44,4.52,6.2,148.8,0.15
2002,4,30,27.87,4.24,34.84,22.31,23.5,88.2,5.65,8.87,206.9,0.24
2002,5,1,26.17,-0.47,34.57,19.13,18.78,87.96,4.83,10.03,258.0,0.0
2002,5,2,21.83,-5.02,30.31,12.42,17.97,87.97,5.02,6.69,299.9,0.0
2002,5,3,21.82,-6.5,30.43,13.46,15.88,88.12,4.13,7.03,291.8,0.0
2002,5,4,20.28,-5.2,29.31,10.97,19.66,88.35,3.56,5.51,355.3,0.0
2002,5,5,22.33,-5.66,31.85,12.37,17.62,88.21,3.84,5.0,91.0,0.0
2002,5,6,23.23,-3.7,32.01,13.68,17.98,88.2,4.26,5.95,48.1,0.0
2002,5,7,24.83,-2.78,33.5,15.17,17.48,88.14,2.74,4.54,50.5,0.0
2002,5,8,26.13,-2.97,35.08,16.81,16.27,88.04,4.8,7.09,135.3,0.0
2002,5,9,25.07,-3.98,33.75,16.85,15.73,88.18,4.01,6.51,342.4,0.0
2002,5,10,26.08,-5.94,35.64,15.74,12.95,88.18,4.39,7.07,136.1,0.0
2002,5,11,26.3,-4.26,35.29,16.57,13.77,88.17,4.45,5.81,320.6,0.0
2002,5,12,26.61,-4.16,35.64,17.47,13.76,88.27,4.89,8.25,349.3,0.0
2002,5,13,23.12,-5.82,31.14,16.29,15.11,88.63,6.19,9.84,348.1,0.0
2002,5,14,25.01,-9.19,34.37,16.17,10.66,88.43,3.11,5.16,279.3,0.0
2002,5,15,23.8,-3.54,34.65,14.11,19.85,88.28,4.97,7.62,304.5,0.0
2002,5,16,25.12,-5.67,35.0,13.42,15.48,88.38,3.84,5.96,131.4,0.0
2002,5,17,28.05,-3.24,37.7,16.48,13.27,88.32,4.92,7.84,173.4,0.0
2002,5,18,29.85,-2.65,39.27,20.45,12.26,88.24,4.27,6.54,289.8,0.0
2002,5,19,29.93,0.22,39.16,20.41,15.89,88.15,3.8,5.09,319.7,0.0
2002,5,20,29.27,-1.41,37.74,22.3,14.75,88.08,5.17,9.09,293.2,0.0
2002,5,21,26.48,-2.96,35.58,17.0,15.43,88.23,3.75,5.72,17.6,0.0
2002,5,22,28.61,-2.26,37.94,18.28,13.96,88.18,5.0,7.38,143.4,0.0
2002,5,23,28.85,-6.38,39.22,20.25,11.09,88.06,5.87,12.01,263.8,0.0
2002,5,24,27.48,-5.51,36.87,17.23,11.97,88.3,3.39,5.04,319.8,0.0
2002,5,25,29.52,-4.09,38.63,19.15,12.1,88.35,2.72,5.29,24.8,0.0
2002,5,26,29.94,-1.0,38.91,20.05,14.6,88.31,4.46,9.25,89.3,0.0
2002,5,27,31.0,-2.35,39.73,21.46,12.47,88.24,3.75,5.7,23.6,0.0
2002,5,28,30.97,-3.75,40.02,21.29,11.12,88.18,4.62,8.23,311.9,0.0
2002,5,29,29.61,-3.93,38.87,20.27,12.51,88.31,3.81,6.32,331.0,0.0
2002,5,30,30.41,-7.6,38.87,21.51,8.3,88.35,2.87,3.66,281.5,0.0
2002,5,31,30.12,-6.96,38.69,20.81,8.59,88.34,4.7,7.31,297.1,0.0
2002,6,1,30.65,-4.41,39.11,23.39,10.21,88.29,3.75,6.49,322.2,0.0
2002,6,2,30.85,-2.45,38.6,24.99,11.72,88.26,3.33,6.12,316.1,0.0
2002,6,3,30.28,-0.74,38.49,21.47,14.02,88.34,3.48,4.54,340.1,0.0
2002,6,4,30.87,-1.04,39.16,23.28,13.79,88.23,4.09,7.43,262.4,0.0
2002,6,5,27.54,-4.37,36.36,18.74,12.8,88.29,4.64,6.0,305.5,0.0
2002,6,6,28.9,-4.53,38.85,17.88,11.7,88.39,3.74,5.43,97.8,0.0
2002,6,7,29.21,-5.95,38.27,20.14,10.06,88.51,5.6,7.2,93.6,0.0
2002,6,8,29.22,-3.32,38.28,20.01,12.59,88.51,4.23,6.5,50.4,0.0
2002,6,9,29.29,-4.25,37.57,20.54,11.7,88.37,5.07,7.35,11.4,0.0
2002,6,10,30.1,-2.58,38.69,20.97,12.92,88.18,3.91,4.84,27.3,0.0
2002,6,11,31.23,-2.38,39.66,22.13,12.18,88.08,4.02,6.14,140.6,0.0
2002,6,12,31.78,-4.76,40.35,23.98,9.66,88.0,2.94,6.68,180.6,0.0
2002,6,13,31.75,-4.45,40.51,21.97,10.15,87.93,1.98,3.36,280.7,0.0
2002,6,14,32.42,-4.96,40.59,23.06,9.03,87.86,2.5,5.49,191.4,0.0
2002,6,15,31.61,-2.92,40.76,21.35,11.52,87.92,4.26,4.83,279.4,0.0
2002,6,16,31.72,-2.24,40.33,22.5,12.38,87.94,4.53,5.61,297.8,0.0
2002,6,17,31.63,-3.27,40.73,21.69,11.48,87.96,4.24,7.02,282.1,0.0
2002,6,18,30.42,-4.47,39.81,21.42,11.09,87.94,5.0,9.8,291.7,0.0
2002,6,19,28.01,-4.05,36.47,19.29,13.18,87.91,4.8,7.13,294.7,0.0
2002,6,20,28.53,-3.38,37.04,19.75,13.87,87.88,2.94,4.61,314.0,0.0
2002,6,21,28.52,-2.04,36.81,19.78,14.74,87.87,3.28,4.5,267.1,0.0
2002,6,22,27.52,0.31,35.8,18.77,19.06,88.02,4.03,5.73,305.3,0.0
2002,6,23,28.12,-1.13,36.48,18.37,15.9,88.18,3.1,4.76,313.6,0.0
2002,6,24,29.97,-1.19,38.17,20.79,14.23,88.28,2.98,5.29,24.5,0.0
2002,6,25,30.38,-1.81,38.85,21.71,13.32,88.23,4.2,6.76,4.4,0.0
2002,6,26,29.71,-1.97,37.59,21.62,13.44,88.06,5.09,7.42,338.1,0.0
2002,6,27,29.97,-2.41,38.33,21.71,13.16,88.0,4.17,6.98,320.6,0.0
2002,6,28,30.86,-1.93,39.79,21.24,13.16,88.16,3.69,4.78,353.4,0.0
2002,6,29,32.12,-2.84,40.75,22.56,11.15,88.25,2.69,4.29,82.4,0.0
2002,6,30,32.11,-3.02,40.81,23.06,11.19,88.25,3.18,3.92,84.7,0.0
2002,7,1,31.69,-0.07,40.38,23.08,13.97,88.23,3.62,6.34,341.3,0.0
2002,7,2,32.05,-1.48,40.74,23.97,12.51,88.26,3.59,7.16,304.0,0.0
2002,7,3,33.02,-1.87,41.0,25.57,10.98,88.26,2.7,5.27,316.0,0.0
2002,7,4,32.71,-1.67,41.34,23.71,11.59,88.17,4.06,5.97,313.6,0.0
2002,7,5,32.56,-0.5,40.94,22.99,13.1,88.15,2.78,4.14,58.1,0.0
2002,7,6,32.87,-1.87,41.49,23.25,11.38,88.11,3.98,6.15,83.5,0.0
2002,7,7,33.34,-1.4,41.79,23.81,11.52,87.98,4.21,5.85,31.0,0.0
2002,7,8,31.78,-2.11,40.17,23.12,11.83,87.99,5.74,8.87,297.3,0.0
2002,7,9,30.77,-1.52,39.14,22.16,13.37,88.08,5.29,8.83,301.1,0.0
2002,7,10,32.07,-1.92,39.64,26.11,11.28,88.1,4.3,8.49,304.1,0.0
2002,7,11,31.89,-4.02,40.57,24.34,9.89,88.05,4.35,8.66,295.6,0.0
2002,7,12,31.87,-5.66,41.24,22.33,9.05,88.02,3.11,6.9,299.1,0.0
2002,7,13,31.21,-2.33,40.25,21.94,12.41,88.17,5.0,7.21,289.1,0.0
2002,7,14,30.81,-1.71,39.48,21.74,13.69,88.19,4.52,6.11,354.2,0.0
2002,7,15,31.1,-1.83,39.52,21.74,13.2,88.01,2.93,5.57,36.1,0.0
2002,7,16,31.66,-3.1,40.36,22.28,11.28,87.92,6.12,8.5,152.8,0.0
2002,7,17,30.77,0.42,39.75,21.43,15.62,88.07,5.41,8.19,255.2,0.0
2002,7,18,31.07,2.26,39.9,21.96,16.97,88.09,5.11,6.6,276.6,0.0
2002,7,19,32.83,2.57,40.69,25.04,16.07,88.22,3.44,4.4,318.0,0.0
2002,7,20,33.65,2.31,41.29,25.08,14.98,88.17,2.33,4.03,347.5,0.0
2002,7,21,33.91,-0.44,42.41,24.27,12.02,87.96,2.77,3.98,319.7,0.0
2002,7,22,34.07,-3.05,42.37,25.53,9.57,87.86,5.02,7.54,286.4,0.0
2002,7,23,30.17,-0.52,37.83,23.11,14.32,87.89,8.05,11.63,291.5,0.0
2002,7,24,28.42,0.85,36.7,19.76,18.18,87.9,5.14,7.5,291.5,0.0
2002,7,25,30.14,-1.8,38.99,21.57,13.82,88.01,3.66,6.48,277.8,0.0
2002,7,26,29.39,-1.64,38.09,20.16,14.8,88.17,3.79,6.03,333.7,0.0
2002,7,27,28.93,-0.82,36.8,21.04,16.26,88.32,5.46,7.97,349.3,0.0
2002,7,28,28.29,-3.93,36.61,19.98,12.68,88.35,5.14,7.24,330.2,0.0
2002,7,29,28.59,-1.55,36.83,19.36,14.71,88.24,5.17,7.59,347.6,0.0
2002,7,30,30.46,0.05,38.7,21.89,14.97,87.99,5.0,7.01,13.8,0.0
2002,7,31,32.06,-1.38,40.19,23.09,12.46,88.05,5.1,6.39,37.0,0.0
2002,8,1,32.62,-1.33,40.55,24.18,11.86,88.17,4.76,6.66,51.2,0.01
2002,8,2,33.11,-2.73,41.39,25.12,10.21,88.16,4.04,6.42,27.4,0.0
2002,8,3,33.11,-3.97,41.08,24.93,9.38,88.05,2.63,3.74,71.7,0.0
2002,8,4,32.77,-4.6,41.26,23.89,9.08,88.0,4.48,7.71,163.3,0.0
2002,8,5,33.5,0.59,41.36,24.7,12.74,88.07,3.48,6.18,1.1,0.0
2002,8,6,32.61,1.79,40.59,24.86,15.21,88.05,4.24,6.61,344.9,0.0
2002,8,7,32.23,-0.13,40.5,25.38,13.39,87.87,3.21,6.6,344.7,0.0
2002,8,8,30.3,0.13,39.03,21.64,15.82,88.01,4.44,6.35,341.0,0.0
2002,8,9,30.24,0.82,38.71,21.77,16.47,88.07,4.58,7.02,340.9,0.0
2002,8,10,30.42,0.88,38.81,21.84,16.07,88.08,4.68,6.45,352.5,0.0
2002,8,11,30.49,-0.11,39.12,21.51,15.06,88.16,4.93,7.57,357.2,0.0
2002,8,12,30.45,-2.12,38.76,22.09,12.57,88.21,4.96,8.49,346.2,0.0
2002,8,13,31.37,0.89,39.55,22.91,15.26,88.08,5.05,6.85,335.6,0.0
2002,8,14,30.11,1.45,38.23,22.11,17.05,87.96,5.65,9.47,316.8,0.0
2002,8,15,30.1,4.7,37.59,23.21,21.42,87.98,4.98,7.9,340.6,0.0
2002,8,16,30.56,2.96,38.33,22.03,18.27,87.9,3.53,4.92,306.4,0.0
2002,8,17,29.68,2.45,37.7,21.67,19.07,87.95,3.59,5.0,2.7,0.0
2002,8,18,30.02,0.23,38.27,21.05,15.71,88.03,2.84,5.66,49.8,0.0
2002,8,19,30.09,2.5,38.48,21.56,18.95,88.11,4.69,6.75,102.3,0.0
2002,8,20,30.25,0.38,38.95,21.08,15.82,88.18,4.21,6.73,139.9,0.0
2002,8,21,30.94,-0.17,39.59,22.2,14.56,88.14,3.59,5.39,198.0,0.0
2002,8,22,31.9,0.19,40.39,23.71,14.0,88.1,3.77,7.61,352.6,0.0
2002,8,23,31.67,2.43,39.39,23.76,16.8,88.26,4.93,7.51,43.6,0.0
2002,8,24,32.06,1.99,40.16,23.36,15.82,88.25,4.64,6.48,82.1,0.0
2002,8,25,32.14,1.44,40.65,23.28,15.05,88.22,3.33,6.07,47.6,0.0
2002,8,26,31.39,0.56,39.28,23.31,15.0,88.26,3.83,5.94,311.0,0.0
2002,8,27,31.32,0.76,39.48,23.03,15.04,88.17,3.7,5.55,322.6,0.0
2002,8,28,32.22,1.12,40.29,24.62,14.42,88.19,2.57,3.68,316.7,0.0
2002,8,29,32.86,1.92,40.65,24.96,14.53,88.28,3.39,4.75,166.4,0.0
2002,8,30,34.15,1.64,41.47,28.11,13.35,88.27,3.07,5.82,328.2,0.0
2002,8,31,32.7,-0.77,40.98,24.19,12.35,88.28,3.51,5.24,30.7,0.0
2002,9,1,32.38,-1.04,40.57,23.71,12.24,88.36,3.82,5.33,98.4,0.0
2002,9,2,31.77,-1.81,39.53,23.62,11.94,88.51,3.77,6.01,107.7,0.0
2002,9,3,31.21,-0.49,38.98,22.67,13.62,88.51,2.9,4.43,105.4,0.0
2002,9,4,31.6,-0.74,39.48,23.45,13.18,88.44,2.64,5.14,149.5,0.0
2002,9,5,32.1,-1.88,40.27,23.58,11.72,88.29,3.21,5.62,207.8,0.0
2002,9,6,32.36,1.06,40.42,24.96,14.24,88.2,3.26,5.23,348.6,0.0
2002,9,7,31.35,0.92,39.18,23.63,14.92,88.26,3.72,4.92,342.1,0.0
2002,9,8,30.54,2.38,38.71,22.35,17.72,88.32,4.81,7.13,20.3,0.0
2002,9,9,30.3,2.6,38.26,22.33,18.13,88.32,4.65,6.5,53.5,0.0
2002,9,10,30.61,1.04,39.43,22.96,16.56,88.1,5.59,7.25,202.2,0.0
2002,9,11,28.56,-4.34,37.08,20.43,12.31,88.23,5.28,7.88,279.6,0.0
2002,9,12,27.29,0.22,36.38,19.04,19.08,88.52,5.05,6.73,298.0,0.0
2002,9,13,27.79,2.92,36.46,19.39,23.02,88.66,3.62,6.1,37.8,0.0
2002,9,14,28.57,0.74,37.06,20.4,17.68,88.61,4.23,6.7,114.1,0.0
2002,9,15,29.4,0.98,37.71,20.9,16.98,88.61,4.44,6.13,146.0,0.0
2002,9,16,30.2,2.03,38.42,22.23,17.29,88.72,4.79,8.06,181.4,0.0
2002,9,17,29.79,0.84,37.93,22.41,17.89,88.59,4.96,7.04,313.8,0.0
2002,9,18,28.79,-0.54,37.21,20.58,15.91,88.42,3.47,4.99,40.0,0.0
2002,9,19,28.89,-0.94,37.4,20.64,15.17,88.33,4.69,7.35,152.2,0.0
2002,9,20,29.64,-2.06,38.36,21.88,13.63,88.39,3.78,6.16,208.2,0.0
2002,9,21,28.96,-2.73,37.94,20.86,13.34,88.54,3.56,4.96,264.5,0.0
2002,9,22,28.79,-2.63,37.57,20.27,13.71,88.61,3.84,4.75,337.2,0.0
2002,9,23,28.61,-3.62,37.34,21.01,12.67,88.62,4.94,7.89,45.1,0.0
2002,9,24,28.62,-4.59,37.59,20.37,11.81,88.61,4.01,6.42,86.8,0.0
2002,9,25,28.7,-5.77,36.91,20.83,10.58,88.54,2.39,3.63,107.1,0.0
2002,9,26,28.33,-5.51,37.3,20.06,11.22,88.45,4.22,5.99,135.1,0.0
2002,9,27,28.41,-5.24,37.83,20.0,11.14,88.52,4.69,5.89,209.8,0.0
2002,9,28,28.66,-4.22,37.25,20.93,11.84,88.63,2.81,4.35,98.7,0.0
2002,9,29,27.47,-2.52,36.25,19.13,14.59,88.74,4.58,7.02,121.1,0.0
2002,9,30,27.16,-1.7,35.27,19.9,15.87,88.7,4.45,6.91,103.5,0.0
2002,10,1,26.96,-5.06,35.45,19.45,12.4,88.72,4.6,6.56,72.0,0.0
2002,10,2,25.69,-5.12,34.13,18.21,13.15,88.76,4.67,6.2,81.4,0.0
2002,10,3,26.07,-6.7,34.65,18.77,11.69,88.65,2.55,3.74,122.5,0.0
2002,10,4,26.06,-3.08,34.69,17.51,15.18,88.63,4.36,8.72,165.0,0.0
2002,10,5,26.6,0.17,34.26,18.89,18.72,88.65,4.72,7.92,174.5,0.0
2002,10,6,26.67,-1.88,34.7,19.12,16.12,88.76,4.22,6.53,150.1,0.0
